Kanji,RTK Keyword,RTK 6th Keyword,Kanji English Meaning,KANJIDIC Index,JIS Index,Kanji Frequency,RTK 4th Index,RTK 6th Index,2k1 Index,Opt Group,Opt Index,KKLC Index,Genki Index,Kanji Freq Group,Opt Vocab Sort Index,Opt Kanji Sort Index,Kanji Stroke Count,RTK2 Index,KanKen Group,Top 6 Vocab,Top 6 Vocab Closed,Top 6 English,Top 6 English Closed,Onyomi (* = not common),Kunyomi (* = not common),Onyomi Words Kanji,Onyomi Words Kana,Kunyomi Words Kanji,Kunyomi Words Kana,Primitives English,Primitives Japanese,Yomi,Yomi with Names,Story
攘,,,"chase away, steal",3928,5A37,2630,,,,6,2875,,,6,4058,4058,20,,1,,,,,,,,,,,,,ジョウ    ぬす.む    はら.う    ,ジョウ    ぬす.む    はら.う    ,
攫,,,abduct,3933,5A3C,2934,,,,6,2876,,,6,4063,4063,23,,1,,,,,,,,,,,,,カク    さら.う    つか.む    ,カク    さら.う    つか.む    ,
斃,,,"kill, die violent death",3950,5A4D,2559,,,,6,2877,,,6,4080,4080,18,,1,,,,,,,,,,,,,ヘイ    たお.れる    たお.す    ,ヘイ    たお.れる    たお.す    ,
朦,,,"dim, obscure",4014,5B2F,2695,,,,6,2878,,,6,4134,4134,17,,1,,,,,,,,,,,,,モウ    ボウ    おぼろ    ,モウ    ボウ    おぼろ    ,
朶,,,branch,4019,5B34,2981,,,,6,2879,,,6,4139,4139,6,,1,,,,,,,,,,,,,ダ    タ    えだ    ,ダ    タ    えだ    ,
枷,,,"shackles, irons, handcuffs, bonds",4039,5B48,2959,,,,6,2880,,,6,4159,4159,9,,1,,,,,,,,,,,,,カ    かせ    からざお    ,カ    かせ    からざお    ,
柩,,,"bier, coffin",4044,5B4D,2740,,,,6,2881,,,6,4164,4164,9,,1,,,,,,,,,,,,,キュウ    グ    ひちぎ    ひつぎ    ,キュウ    グ    ひちぎ    ひつぎ    ,
椒,,,mountain ash,4098,5C25,2534,,,,6,2882,,,6,4212,4212,12,,1,,,,,,,,,,,,,ショウ    はじかみ    ,ショウ    はじかみ    ,
棹,,,pole a boat,4103,5C2A,2841,,,,6,2883,,,6,4217,4217,12,,1,,,,,,,,,,,,,トウ    タク    さお    こ.ぐ    ,トウ    タク    さお    こ.ぐ    ,
楡,,,elm,4125,5C40,2925,,,,6,2884,,,6,4238,4238,13,,1,,,,,,,,,,,,,ユ    にれ    ,ユ    にれ    ,
寨,,,fort,4138,5C4D,2934,,,,6,2885,,,6,4251,4251,14,,1,,,,,,,,,,,,,サイ    とりで    ,サイ    とりで    ,
榴,,,pomegranate,4149,5C58,2560,,,,6,2886,,,6,4261,4261,14,,1,,,,,,,,,,,,,ル    リュウ    リョウ    ざくろ    ,ル    リュウ    リョウ    ざくろ    ,
橙,,,bitter orange,4177,5C74,2626,,,,6,2887,,,6,4287,4287,16,,1,橙色[ -だいだいいろ-],__色[ -だいだいいろ-],橙色[ -orange- ],__色[ -orange- ],,,,,,,,,トウ    だいだい    ,トウ    だいだい    ,
櫃,,,"chest, coffer, tub",4191,5D24,2819,,,,6,2888,,,6,4301,4301,18,,1,,,,,,,,,,,,,キ    ひつ    ,キ    ひつ    ,
櫂,,,"oar, scull, paddle",4192,5D25,2954,,,,6,2889,,,6,4302,4302,18,,1,,,,,,,,,,,,,トウ    タク    かい    かじ    ,トウ    タク    かい    かじ    ,
歿,,,die,4226,5D47,2816,,,,6,2890,,,6,4335,4335,8,,1,,,,,,,,,,,,,ボツ    しぬ    ,ボツ    しぬ    ,
殲,,,massacre,4238,5D53,2893,,,,6,2891,,,6,4347,4347,21,,1,,,,,,,,,,,,,セン    つく.す    ほろぼ.す    ,セン    つく.す    ほろぼ.す    ,
麾,,,"beckon to, command",4251,5D60,2954,,,,6,2892,,,6,4359,4359,15,,1,,,,,,,,,,,,,キ    さしまね.く    さしずばた    ,キ    さしまね.く    さしずばた    ,
沁,,,"penetrate, soak in",4265,5D6E,2740,,,,6,2893,,,6,4373,4373,7,,1,,,,,,,,,,,,,シン    し.みる    ,シン    し.みる    ,
泛,,,"to drift, float, careless, reckless",4283,5E22,2970,,,,6,2894,,,6,4390,4390,8,,1,,,,,,,,,,,,,ハン    ホウ    うか.ぶ    ,ハン    ホウ    うか.ぶ    ,
涎,,,"saliva, slobber",4304,5E37,2910,,,,6,2895,,,6,4407,4407,10,,1,涎[ -よだれ-],__[ -よだれ-],涎[ -slaver; slobber- ],__[ -slaver; slobber- ],,,,,,,,,セン    エン    よだれ    ,セン    エン    よだれ    ,
淹,,,"dip, soak, immerse, stop, linger",4308,5E3B,2692,,,,6,2897,,,6,2354,2354,11,,1,,,,,,,,,,,,,エン    ,エン    ,
涸,,,"dry up, mature",4314,5E41,2839,,,,6,2898,,,6,4414,4414,11,,1,,,,,,,,,,,,,コ    カク    か.れる    か.らす    こお.る    ,コ    カク    か.れる    か.らす    こお.る    ,
澹,,,"calm, quiet, bland, rocking, rippling, suffice",4399,5F38,2823,,,,6,2899,,,6,4494,4494,16,,1,,,,,,,,,,,,,タン    セン    あわ.い    ,タン    セン    あわ.い    ,
炒,,,"broil, parch, roast, fry",4429,5F56,2902,,,,6,2900,,,6,4522,4522,8,,1,炒める[ -いためる-],__める[ -いためる-],炒める[ -stir-fry- ],__める[ -stir-fry- ],,,,,,,,,ソウ    ショウ    い.る    いた.める    ,ソウ    ショウ    い.る    いた.める    ,
炸,,,"frying, explosion",4433,5F5A,2540,,,,6,2901,,,6,4525,4525,9,,1,,,,,,,,,,,,,タク    サ    サク    ,タク    サ    サク    ,
燻,,,"smoulder, fume, oxidize",4453,5F6E,2914,,,,6,2902,,,6,4543,4543,18,,1,,,,,,,,,,,,,クン    くす.べる    ふす.べる    いぶ.す    いぶ.る    くす.ぶる    くゆ.らす    ,クン    くす.べる    ふす.べる    いぶ.す    いぶ.る    くす.ぶる    くゆ.らす    ,
燗,,,warming sake,4458,5F73,2972,,,,6,2903,,,6,4548,4548,16,,1,,,,,,,,,,,,,ラン    カン    かん.する    ,ラン    カン    かん.する    ,
熾,,,kindling fire,4460,5F75,2974,,,,6,2904,,,6,4550,4550,16,,1,,,,,,,,,,,,,シ    おこ.る    おこ.す    さかん    ,シ    おこ.る    おこ.す    さかん    ,
燵,,,"foot warmer, (kokuji)",4468,5F7D,2793,,,,6,2905,,,6,4557,4557,17,,1,,,,,,,,,,,,,タツ    ,タツ    ,
猜,,,"envy, jealousy, doubt",4511,604A,2983,,,,6,2906,,,6,4597,4597,11,,1,,,,,,,,,,,,,サイ    ねた.む    ,サイ    ねた.む    ,
獰,,,bad,4525,6058,2784,,,,6,2907,,,6,4609,4609,17,,1,,,,,,,,,,,,,ドウ    ネイ    わる.い    ,ドウ    ネイ    わる.い    ,
琅,,,a precious stone,4539,6066,2777,,,,6,2908,,,6,4622,4622,11,,1,,,,,,,,,,,,,ロウ    ,ロウ    ,
瓊,,,"red jewel, beautiful jewel",4560,607B,2673,,,,6,2909,,,6,4639,4639,18,,1,,,,,,,,,,,,,ケイ    たま    ,ケイ    たま    ,
甕,,,"jar, jug, vat",4580,6131,2868,,,,6,2910,,,6,4659,4659,18,,1,,,,,,,,,,,,,オウ    かめ    みか    ,オウ    かめ    みか    Name Readings:  もたい    ,
疵,,,"crack, flaw, scratch, speck",4614,6153,2950,,,,6,2911,,,6,4692,4692,11,,1,,,,,,,,,,,,,シ    きず    ,シ    きず    ,
疼,,,"ache, pain, tingle, fester",4617,6156,2783,,,,6,2912,,,6,4695,4695,10,,1,,,,,,,,,,,,,トウ    うず.く    いた.む    ,トウ    うず.く    いた.む    ,
痣,,,"birthmark, mole",4623,615C,2599,,,,6,2913,,,6,4700,4700,12,,1,痣[ -あざ-],__[ -あざ-],痣[ -birthmark; bruise- ],__[ -birthmark; bruise- ],,,,,,,,,シ    あざ    ほくろ    ,シ    あざ    ほくろ    ,
瘤,,,"lump, swelling",4641,616E,2852,,,,6,2914,,,6,4716,4716,15,,1,瘤[ -こぶ-],__[ -こぶ-],瘤[ -bump; lump- ],__[ -bump; lump- ],,,,,,,,,リュウ    ル    こぶ    ,リュウ    ル    こぶ    ,
盧,,,hut,4683,623A,2714,,,,6,2915,,,6,4757,4757,16,,1,,,,,,,,,,,,,ロ    ,ロ    ,
睫,,,eyelashes,4701,624C,2759,,,,6,2916,,,6,4773,4773,13,,1,,,,,,,,,,,,,ショウ    まつげ    ,ショウ    まつげ    ,
瞠,,,stare intently,4710,6255,2855,,,,6,2917,,,6,4780,4780,16,,1,,,,,,,,,,,,,ドウ    トウ    みは.る    ,ドウ    トウ    みは.る    ,
瞞,,,deception,4711,6256,2855,,,,6,2918,,,6,4781,4781,16,,1,,,,,,,,,,,,,マン    モン    バン    ボン    だま.す    ,マン    モン    バン    ボン    だま.す    ,
碌,,,satisfactory,4738,6271,2929,,,,6,2919,,,6,4807,4807,13,,1,,,,,,,,,,,,,ロク    ろく.な    ,ロク    ろく.な    ,
祠,,,small shrine,4763,632C,2623,,,,6,2920,,,6,4831,4831,10,,1,,,,,,,,,,,,,シ    ほこら    まつる    ,シ    ほこら    まつる    ,
窩,,,"cave, pouch",4812,635D,2966,,,,6,2921,,,6,4877,4877,14,,1,,,,,,,,,,,,,カ    ワ    むろ    ,カ    ワ    むろ    ,
竦,,,"crouch, cower",4831,6370,2651,,,,6,2922,,,6,4895,4895,12,,1,,,,,,,,,,,,,ショウ    すく.む    おそ.れる    つつし.む    ,ショウ    すく.む    おそ.れる    つつし.む    ,
筧,,,"waterpipe, flume",4855,642A,2729,,,,6,2923,,,6,4918,4918,13,,1,,,,,,,,,,,,,ケン    ,ケン    Name Readings:  かけひ    かけい    ,
箒,,,broom,4867,6436,2585,,,,6,2924,,,6,4929,4929,14,,1,,,,,,,,,,,,,ソウ    シュウ    ほうき    ,ソウ    シュウ    ほうき    ,
篝,,,"campfire, fishing fire, beacon basket",4877,6440,2520,,,,6,2925,,,6,4939,4939,16,,1,,,,,,,,,,,,,コウ    かがりび    かがり    ふせご    ,コウ    かがりび    かがり    ふせご    ,
簀,,,rough mat (reeds),4884,6447,2910,,,,6,2926,,,6,4945,4945,17,,1,,,,,,,,,,,,,サク    ジャク    セキ    す    ,サク    ジャク    セキ    す    ,
緞,,,damask,4982,654B,2983,,,,6,2927,,,6,5038,5038,15,,1,絨緞[ -じゅうたん-],絨__[ -じゅうたん-],絨緞[ -carpet- ],絨__[ -carpet- ],,,,,,,,,ドン    タン    ,ドン    タン    ,
縋,,,"cling, hang on, depend",4994,6557,2800,,,,6,2928,,,6,5050,5050,16,,1,縋る[ -すがる-],__る[ -すがる-],縋る[ -cling- ],__る[ -cling- ],,,,,,,,,ツイ    すが.る    ,ツイ    すが.る    ,
罐,,,steam boiler (left side only),5038,6625,2556,,,,6,2929,,,6,5094,5094,23,,1,,,,,,,,,,,,,カン    かま    ,カン    かま    Name Readings:  ふ    べ    ,
耿,,,light,5087,6656,2865,,,,6,2930,,,6,5142,5142,10,,1,,,,,,,,,,,,,コウ    ひかり    ,コウ    ひかり    ,
聳,,,"rise, tower",5097,6660,2709,,,,6,2931,,,6,5150,5150,17,,1,,,,,,,,,,,,,ショウ    そび.える    ,ショウ    そび.える    ,
腋,,,"armpit, side",5127,667E,2838,,,,6,2932,,,6,5175,5175,12,,1,,,,,,,,,,,,,エキ    セキ    わき    ,エキ    セキ    わき    ,
臀,,,"buttocks, hips, butt, rear",5156,673D,2941,,,,6,2933,,,6,5203,5203,17,,1,,,,,,,,,,,,,デン    トン    しり    ,デン    トン    しり    ,
臍,,,navel,5160,6741,2815,,,,6,2934,,,6,5207,5207,18,,1,,,,,,,,,,,,,セイ    サイ    へそ    ほぞ    ,セイ    サイ    へそ    ほぞ    ,
舳,,,"bow, prow",5183,6758,2918,,,,6,2935,,,6,5229,5229,11,,1,,,,,,,,,,,,,ジク    チク    チュウ    へ    へさき    とも    ,ジク    チク    チュウ    へ    へさき    とも    ,
芒,,,"pampas grass, beard (grain)",5201,676A,2832,,,,6,2936,,,6,5246,5246,7,,1,,,,,,,,,,,,,ボウ    コウ    モウ    すすき    のぎ    のげ    ,ボウ    コウ    モウ    すすき    のぎ    のげ    ,
茲,,,here,5225,6824,2960,,,,6,2937,,,6,5266,5266,9,,1,,,,,,,,,,,,,シ    ジ    ここ.に    し.げる    ,シ    ジ    ここ.に    し.げる    ,
蔡,,,type of tortoise used for divination,5302,6871,2780,,,,6,2938,,,6,5339,5339,15,,1,,,,,,,,,,,,,サイ    ,サイ    ,
藉,,,"carpet, lend, borrow, make excuses, spread out",5335,6934,2928,,,,6,2939,,,6,5372,5372,17,,1,,,,,,,,,,,,,シャ    セキ    ジャク    かり.る    ふ.む    ,シャ    セキ    ジャク    かり.る    ふ.む    ,
蘆,,,"reed, rush",5350,6943,2873,,,,6,2940,,,6,5386,5386,20,,1,,,,,,,,,,,,,ロ    あし    よし    ,ロ    あし    よし    ,
蝠,,,bat,5400,6975,2929,,,,6,2941,,,6,5434,5434,15,,1,,,,,,,,,,,,,フク    ,フク    ,
蝙,,,bat,5409,697E,2937,,,,6,2942,,,6,5443,5443,15,,1,,,,,,,,,,,,,ヘン    こうもり    ,ヘン    こうもり    ,
蠅,,,fly,5413,6A24,2677,,,,6,2943,,,6,5447,5447,19,,1,,,,,,,,,,,,,ヨウ    はえ    はい    ,ヨウ    はえ    はい    ,
蟇,,,toad,5426,6A31,2767,,,,6,2944,,,6,5459,5459,17,,1,,,,,,,,,,,,,バ    マ    ひき    ,バ    マ    ひき    ,
蠢,,,wriggle,5442,6A41,2637,,,,6,2945,,,6,5475,5475,21,,1,,,,,,,,,,,,,シュン    うご.めく    ,シュン    うご.めく    ,
袁,,,long kimono,5456,6A4F,2514,,,,6,2946,,,6,5489,5489,10,,1,,,,,,,,,,,,,エン    オン    ,エン    オン    ,
袢,,,"summer kimono, short clothing",5468,6A5B,2923,,,,6,2947,,,6,5501,5501,10,,1,,,,,,,,,,,,,ハン    ,ハン    ,
裔,,,"descendant, border",5476,6A63,2746,,,,6,2948,,,6,5509,5509,13,,1,,,,,,,,,,,,,エイ    すそ    ,エイ    すそ    ,
褪,,,"fade, discolour",5493,6A74,2760,,,,6,2949,,,6,5526,5526,15,,1,褪せる[ -あせる-],__せる[ -あせる-],褪せる[ -fade; go off- ],__せる[ -fade; go off- ],,,,,,,,,タイ    トン    あ.せる    ぬ.ぐ    ,タイ    トン    あ.せる    ぬ.ぐ    ,
襞,,,"pleat, fold, tuck, crease",5503,6A7E,2798,,,,6,2950,,,6,5536,5536,19,,1,,,,,,,,,,,,,ヘキ    ヒャク    ひだ    しわ    ,ヘキ    ヒャク    ひだ    しわ    ,
襦,,,underwear,5504,6B21,2945,,,,6,2951,,,6,5537,5537,19,,1,,,,,,,,,,,,,ジュ    したぎ    はだぎ    ,ジュ    したぎ    はだぎ    ,
訛,,,"accent, dialect",5537,6B42,2611,,,,6,2952,,,6,5570,5570,11,,1,訛り[ -なまり-],__り[ -なまり-],訛り[ -accent- ],__り[ -accent- ],,,,,,,,,カ    なま.る    なま.り    あやま.る    ,カ    なま.る    なま.り    あやま.る    ,
詛,,,curse,5542,6B47,2932,,,,6,2953,,,6,5575,5575,12,,1,,,,,,,,,,,,,ソ    ショ    のろ.う    ,ソ    ショ    のろ.う    ,
誅,,,death penalty,5550,6B4F,2927,,,,6,2954,,,6,5582,5582,13,,1,,,,,,,,,,,,,チュウ    チュ    ちゅう.する    ころ.す    せ.める    ,チュウ    チュ    ちゅう.する    ころ.す    せ.める    ,
誦,,,"recite, chant",5557,6B56,2569,,,,6,2955,,,6,5589,5589,14,,1,,,,,,,,,,,,,ショウ    ジュ    ズ    とな.える    よ.む    ,ショウ    ジュ    ズ    とな.える    よ.む    ,
諫,,,"admonish, dissuade",5564,6B5D,2831,,,,6,2956,,,6,5595,5595,16,,1,,,,,,,,,,,,,カン    いさ.める    ,カン    いさ.める    ,
謳,,,"extol, declare, express",5583,6B70,2771,,,,6,2957,,,6,5614,5614,18,,1,謳う[ -うたう-],__う[ -うたう-],謳う[ -express; stipulate- ],__う[ -express; stipulate- ],,,,,,,,,オウ    ウ    うた.う    ,オウ    ウ    うた.う    ,
譚,,,talk,5596,6B7D,2662,,,,6,2958,,,6,5627,5627,19,,1,,,,,,,,,,,,,タン    はなし    ,タン    はなし    ,
賤,,,"despise, low-life, poverty",5642,6C4D,2616,,,,6,2959,,,6,5672,5672,15,,1,,,,,,,,,,,,,セン    ゼン    いや.しい    いや.しむ    いや.しめる    しず    やす.い    ,セン    ゼン    いや.しい    いや.しむ    いや.しめる    しず    やす.い    ,
賽,,,"dice, temple visit",5645,6C50,2851,,,,6,2960,,,6,5675,5675,17,,1,,,,,,,,,,,,,サイ    ,サイ    ,
贄,,,"offering, sacrifice",5648,6C53,2595,,,,6,2961,,,6,5678,5678,18,,1,,,,,,,,,,,,,シ    にえ    ,シ    にえ    ,
贔,,,"strength, power",5658,6C5D,2898,,,,6,2962,,,6,5688,5688,21,,1,贔屓[ -ひいき-],__屓[ -ひいき-],贔屓[ -favoritism- ],__屓[ -favoritism- ],,,,,,,,,ヒ    ,ヒ    ,
趙,,,"nimble, late-going",5665,6C64,2548,,,,6,2963,,,6,5694,5694,14,,1,,,,,,,,,,,,,チョウ    ジョウ    キョウ    ,チョウ    ジョウ    キョウ    ,
蹂,,,step on,5687,6C7A,2933,,,,6,2964,,,6,5715,5715,16,,1,,,,,,,,,,,,,ジュウ    ふ.む    ,ジュウ    ふ.む    ,
蹲,,,"crouch, squat, cower",5704,6D2D,2836,,,,6,2965,,,6,5732,5732,19,,1,蹲る[ -うずくまる-],__る[ -うずくまる-],蹲る[ -crouch; squat- ],__る[ -crouch; squat- ],,,,,,,,,ソン    シュン    つくば.う    うずくま.る    ,ソン    シュン    つくば.う    うずくま.る    ,
躁,,,noisy,5706,6D2F,2970,,,,6,2966,,,6,5734,5734,20,,1,,,,,,,,,,,,,ソウ    さわ.ぐ    ,ソウ    さわ.ぐ    ,
躙,,,"edge forward, trample",5715,6D38,2947,,,,6,2967,,,6,5740,5740,23,,1,,,,,,,,,,,,,リン    にじ.る    ふ.む    ,リン    にじ.る    ふ.む    ,
躱,,,"dodge, parry, avoid",5721,6D3E,2939,,,,6,2968,,,6,5746,5746,13,,1,躱わす[ -かわす-],__わす[ -かわす-],躱わす[ -exchange- ],__わす[ -exchange- ],,,,,,,,,タ    かわ.す    ,タ    かわ.す    ,
輛,,,counter for large vehicles,5740,6D51,2658,,,,6,2969,,,6,5764,5764,15,,1,,,,,,,,,,,,,リョウ    ,リョウ    ,
轢,,,run over,5755,6D60,2529,,,,6,2970,,,6,5778,5778,22,,1,,,,,,,,,,,,,レキ    ひ.く    きし.る    ,レキ    ひ.く    きし.る    ,
逡,,,"saunter, go back",5776,6D75,2884,,,,6,2971,,,6,5797,5797,9,,1,,,,,,,,,,,,,シュン    しりぞ.く    ,シュン    しりぞ.く    ,
逵,,,broad road,5783,6D7C,2859,,,,6,2972,,,6,5803,5803,10,,1,,,,,,,,,,,,,キ    おおじ    ,キ    おおじ    ,
迸,,,"gush out, spurt",5785,6D7E,2908,,,,6,2973,,,6,5805,5805,8,,1,,,,,,,,,,,,,ホウ    ヒョウ    ほとば.しる    は.しる    ,ホウ    ヒョウ    ほとば.しる    は.しる    ,
遽,,,"fear, agitation, confusion, hurry",5802,6E31,2847,,,,6,2974,,,6,5822,5822,15,,1,急遽[ -きゅうきょ-],急__[ -きゅうきょ-],急遽[ -in a hurry; in haste- ],急__[ -in a hurry; in haste- ],,,,,,,,,キョ    あわ.てる    あわただ.しい    すみやか    にわか    ,キョ    あわ.てる    あわただ.しい    すみやか    にわか    ,
鍮,,,brass,5890,6F2B,2895,,,,6,2975,,,6,5907,5907,17,,1,,,,,,,,,,,,,チュウ    トウ    ,チュウ    トウ    ,
閨,,,bedroom,5944,6F61,2924,,,,6,2976,,,6,5960,5960,14,,1,,,,,,,,,,,,,ケイ    ケ    ねや    ,ケイ    ケ    ねや    ,
閻,,,town,5948,6F65,2993,,,,6,2977,,,6,5964,5964,16,,1,,,,,,,,,,,,,エン    ,エン    ,
勒,,,halter and bit,6026,7055,2982,,,,6,2978,,,6,6041,6041,11,,1,,,,,,,,,,,,,ロク    くつわ    ,ロク    くつわ    ,
鞋,,,straw sandals,6035,705E,2958,,,,6,2979,,,6,6050,6050,15,,1,,,,,,,,,,,,,アイ    カイ    わらじ    くつ    ,アイ    カイ    わらじ    くつ    ,
顫,,,shudder,6065,707C,2610,,,,6,2980,,,6,6078,6078,22,,1,,,,,,,,,,,,,セン    ふる.える    ,セン    ふる.える    ,
顰,,,"scowl, raise eyebrows",6067,707E,2714,,,,6,2981,,,6,6080,6080,24,,1,,,,,,,,,,,,,ヒン    ひそ.める    しか.める    ,ヒン    ひそ.める    しか.める    ,
飄,,,"turn over, wave",6075,7128,2976,,,,6,2982,,,6,6087,6087,20,,1,,,,,,,,,,,,,ヒョウ    ひるが.える    つむじかぜ    ,ヒョウ    ひるが.える    つむじかぜ    ,
餉,,,(dried) boiled rice,6081,712E,2790,,,,6,2983,,,6,6093,6093,15,,1,,,,,,,,,,,,,ショウ    け    かれい    かれい.い    べんとう    ,ショウ    け    かれい    かれい.い    べんとう    ,
饒,,,abundant,6100,7141,2626,,,,6,2984,,,6,6111,6111,20,,1,,,,,,,,,,,,,ジョウ    ニョウ    ゆたか    ,ジョウ    ニョウ    ゆたか    Name Readings:  ぬう    の    よ    ,
馭,,,driving (horse),6106,7147,2753,,,,6,2985,,,6,6117,6117,12,,1,,,,,,,,,,,,,ギョ    ,ギョ    ,
駝,,,"hunchback, load",6111,714C,2862,,,,6,2986,,,6,6122,6122,15,,1,,,,,,,,,,,,,ダ    タ    せむし    ,ダ    タ    せむし    ,
駱,,,white horse,6116,7151,2977,,,,6,2987,,,6,6127,6127,16,,1,,,,,,,,,,,,,ラク    かわらげ    ,ラク    かわらげ    ,
驍,,,"strong, good horse",6133,7162,2710,,,,6,2988,,,6,6143,6143,22,,1,,,,,,,,,,,,,ギョウ    キョウ    たけし    ,ギョウ    キョウ    たけし    ,
髏,,,skull,6147,7170,2794,,,,6,2989,,,6,6156,6156,21,,1,,,,,,,,,,,,,ロ    ,ロ    ,
髑,,,skull,6148,7171,2796,,,,6,2990,,,6,6157,6157,23,,1,,,,,,,,,,,,,ドク    トク    ,ドク    トク    ,
髷,,,topknot,6161,717E,2820,,,,6,2991,,,6,6170,6170,16,,1,,,,,,,,,,,,,キョク    まげ    わげ    ,キョク    まげ    わげ    ,
鬘,,,"wig, hair piece",6164,7223,2915,,,,6,2992,,,6,6173,6173,21,,1,鬘[ -かつら-],__[ -かつら-],鬘[ -toupee; wig- ],__[ -toupee; wig- ],,,,,,,,,バン    マン    かつら    ,バン    マン    かつら    Name Readings:  かずら    ,
鬚,,,"beard, mustache",6165,7224,2646,,,,6,2993,,,6,6174,6174,22,,1,,,,,,,,,,,,,シュ    ス    ひげ    ,シュ    ス    ひげ    ,
魄,,,"soul, spirit",6177,7230,2989,,,,6,2994,,,6,6186,6186,15,,1,,,,,,,,,,,,,ハク    タク    たま.しい    ,ハク    タク    たま.しい    ,
鴉,,,"crow, raven",6238,726D,2524,,,,6,2995,,,6,6246,6246,15,,1,,,,,,,,,,,,,ア    からす    ,ア    からす    ,
鶯,,,nightingale,6245,7274,2736,,,,6,2996,,,6,6252,6252,21,,1,,,,,,,,,,,,,オウ    うぐいす    ,オウ    うぐいす    ,
鵞,,,goose,6257,7322,2995,,,,6,2997,,,6,6264,6264,18,,1,,,,,,,,,,,,,ガ    ,ガ    ,
靡,,,"flutter, wave, bow to, obey, seduce",6306,7353,2944,,,,6,2998,,,6,6310,6310,19,,1,靡く[ -なびく-],__く[ -なびく-],靡く[ -flutter- ],__く[ -flutter- ],,,,,,,,,ヒ    ビ    ミ    なび.く    ない    わ.ける    ,ヒ    ビ    ミ    なび.く    ない    わ.ける    ,
瑤,,,beautiful (as a jewel),6353,7424,2768,,,,6,2999,,,6,6354,6354,14,,1,,,,,,,,,,,,,ヨウ    たま    ,ヨウ    たま    ,
汎,pan,pan-,pan-,2294,4846,3236,2327,147,,7,3001,1632,,7,184,42,6,2545,1.5,,,,,ハン,,,,,,",pan-,water,water droplets,water pistol,mediocre,wind,drop,",",tenn,tsukue,tukue,mizu,sanzui,kaze,",ハン    ブ    フウ    ホウ    ホン    ただよ.う    ひろ.い    ,ハン    ブ    フウ    ホウ    ホン    ただよ.う    ひろ.い    Name Readings:  ひろ    ひろし    みな    ,"If you think of PAN-out, gold miners would PAN-out the MEDIOCRE material with WATER to get the good stuff."
厘,rin,rin,"rin, 1/10sen, 1/10bu",2870,4E52,3020,178,190,1662,7,3002,2242,,7,769,721,9,1161,3,,,,,リン,,[一分一厘],[いちぶいちりん],,,",rin,cliff,computer,",",gandare,sato,",リン    ,リン    ,
